	id	leg_term	desc	pos_tag	term_root
1717	5910017	төрийн аудитын байгууллага	төрийн аудит хийх чиг үүрэг бүхий үндэсний аудитын газар, аймаг, нийслэл дэх төрийн аудитын газар, төрийн аудитын байгууллагын албан хаагчийг	NM	байгууллага
1717	5910017	төрийн аудитын байгууллаг	төрийн аудит хийх чиг үүрэг бүхий үндэсний аудитын газар, аймаг, нийслэл дэх төрийн аудитын газар, төрийн аудитын байгууллагын албан хаагчийг	NM	байгууллага
1729	5830012	монгол улсын нутаг дэвсгэр	эдийн засгийн чөлөөт бүс, монгол улсад байгаа гадаад улсын дипломат төлөөлөгчийн болон консулын газрын байршлаас бусад монгол улсын газар нутгийг	NM	дэвсгэр
1729	5830012	монгол улсын нутаг дэвсгр	эдийн засгийн чөлөөт бүс, монгол улсад байгаа гадаад улсын дипломат төлөөлөгчийн болон консулын газрын байршлаас бусад монгол улсын газар нутгийг	NM	дэвсгэр
1731	1380035	хилийн гаалийн байгууллага	хилийн боомт болон олон улсын нисэх онгоцны буудалд ажилладаг гаалийн байгууллагыг	NM	байгууллага
1731	1380035	хилийн гаалийн байгууллаг	хилийн боомт болон олон улсын нисэх онгоцны буудалд ажилладаг гаалийн байгууллагыг	NM	байгууллага
1732	730023	газар зүйн заалт хэрэглэгч	газар зүйн заалтыг өөрийн бараа, бүтээгдэхүүнд ашиглах эрхийг хуульд заасан журмын дагуу олж авсан этгээдийг	NM	хэрэглэгч
1733	8260053	шүүхийн иргэдийн төлөөлөгч	шүүх эрх мэдлийн байгууллагад ил тод, нээлттэй байх зарчмыг бэхжүүлэх, шүүн таслах ажиллагаанд олон нийтийн зүгээс хяналт тавих тогтолцоог бий болгох зорилгоор шүүн таслах ажиллагаанд оролцож байгаа иргэнийг	NM	төлөөлөгч
1734	8400028	цахилгаан дамжуулах сүлжээ	нэгдсэн сүлжээ үүсгэж байгаа цахилгаан дамжуулах зориулалт бүхий 110 кв, түүнээс дээш хүчдлийн шугам, дэд станц, түүнчлэн энэ сүлжээнд холбогдсон, эсхүл техник, технологийн хувьд энэ сүлжээнд хамрагдах шаардлагатай бусад хүчдлийн шугам, дэд станцыг	NM	сүлжээ
1735	140017	гадаад улсаас олсон орлого	энэ хуулийн 53-т заасан албан татвар төлөгч, төлөөний газрын энэ хуулийн 416, 417-д зааснаас бусад орлого	NM	орлого
1735	140017	гадаад улсаас олсон орлог	энэ хуулийн 53-т заасан албан татвар төлөгч, төлөөний газрын энэ хуулийн 416, 417-д зааснаас бусад орлого	NM	орлого
1736	3940021	бэлэн бус мөнгөний гүйлгээ	олон улсын төлбөр тооцоонд түгээмэл хэрэглэгддэг төлбөрийн даалгавар, төлбөрийн нэхэмжлэл, аккредитив, инкасс, төлбөрийн карт, цахим төлбөр тооцоо, зээлжих эрх, зээлээр хийх төлбөр тооцоо болон төлбөр тооцооны бусад хэрэгслээр хийсэн гүйлгээг	NM	гүйлгээ
1737	7330040	эрүүл ахуйн зохистой дадал	хүнсний түүхий эд, бүтээгдэхүүний аюулгүй байдлыг хангахад шаардагдах ариун цэвэр, эрүүл ахуйн нөхцөл, үйл ажиллагааг	NM	дадал
1737	7330040	эрүүл ахуйн зохистой дадл	хүнсний түүхий эд, бүтээгдэхүүний аюулгүй байдлыг хангахад шаардагдах ариун цэвэр, эрүүл ахуйн нөхцөл, үйл ажиллагааг	NM	дадал
1738	6140063	хүний хөгжил сангийн төсөв	хүний хөгжил сангийн тухай хуулийн дагуу бүрдүүлж, зарцуулах, тухайн жилд улсын их хурлаас баталсан төсвийг	NM	төсөв
1738	6140063	хүний хөгжил сангийн төсв	хүний хөгжил сангийн тухай хуулийн дагуу бүрдүүлж, зарцуулах, тухайн жилд улсын их хурлаас баталсан төсвийг	NM	төсөв
1739	7830016	цэргийн жинхэнэ алба хаагч	цэргийн байгууллагад цэргийн алба биеэр хааж байгаа монгол улсын иргэнийг	NM	хаагч
1730	5840036	хөдөлгөөний нэгдсэн зурмаг	монгол улсын нийт суурь бүтцүүдийн хүрээнд галт тэрэгний хөдөлгөөнийг зохицуулах төлөвлөлтийн баримт бичгийг	NM	зурмаг
1730	5840036	хөдөлгөөний нэгдсэн зурмг	монгол улсын нийт суурь бүтцүүдийн хүрээнд галт тэрэгний хөдөлгөөнийг зохицуулах төлөвлөлтийн баримт бичгийг	NM	зурмаг
1716	730025	мэдүүлгийн бүрдлийн хяналт	энэ хуулийн 6, 21 дүгээр зүйлд заасан шаардлагыг хангасан эсэхийг хянах чиглэлээр оюуны өмчийн асуудал эрхэлсэн төрийн захиргааны байгууллагын явуулж байгаа үйл ажиллагааг	NM	хяналт
1723	2590028	санхүүгийн үүсмэл хэрэгсэл	үнэт цаасны зах зээлийн тухай хуулийн 417-д заасныг	NM	хэрэгсэл
1723	2590028	санхүүгийн үүсмэл хэрэгсл	үнэт цаасны зах зээлийн тухай хуулийн 417-д заасныг	NM	хэрэгсэл
