	id	leg_term	desc	pos_tag	term_root
1799	8350024	эрүүл мэндийн даатгалын сан	даатгуулагчид эрүүл мэндийн улмаас учирч болзошгүй санхүүгийн эрсдэлийг хуваалцах зорилгоор төр, иргэн, хуулийн этгээдээс төлсөн шимтгэлийн орлого, бусад эх үүсвэрээс бүрдүүлсэн мөнгөн хөрөнгийг	NM	сан
1799	8350024	эрүүл мэндь даатгалын сан	даатгуулагчид эрүүл мэндийн улмаас учирч болзошгүй санхүүгийн эрсдэлийг хуваалцах зорилгоор төр, иргэн, хуулийн этгээдээс төлсөн шимтгэлийн орлого, бусад эх үүсвэрээс бүрдүүлсэн мөнгөн хөрөнгийг	NM	сан
1799	8350024	эрүүл мэнд даатгалын сан	даатгуулагчид эрүүл мэндийн улмаас учирч болзошгүй санхүүгийн эрсдэлийг хуваалцах зорилгоор төр, иргэн, хуулийн этгээдээс төлсөн шимтгэлийн орлого, бусад эх үүсвэрээс бүрдүүлсэн мөнгөн хөрөнгийг	NM	сан
1799	8350024	эрүүл мэнд даатгал сан	даатгуулагчид эрүүл мэндийн улмаас учирч болзошгүй санхүүгийн эрсдэлийг хуваалцах зорилгоор төр, иргэн, хуулийн этгээдээс төлсөн шимтгэлийн орлого, бусад эх үүсвэрээс бүрдүүлсэн мөнгөн хөрөнгийг	NM	сан
1799	8350024	эрүүл мэндь даатгал сан	даатгуулагчид эрүүл мэндийн улмаас учирч болзошгүй санхүүгийн эрсдэлийг хуваалцах зорилгоор төр, иргэн, хуулийн этгээдээс төлсөн шимтгэлийн орлого, бусад эх үүсвэрээс бүрдүүлсэн мөнгөн хөрөнгийг	NM	сан
1799	8350024	эрүүл мэндийн даатгал сан	даатгуулагчид эрүүл мэндийн улмаас учирч болзошгүй санхүүгийн эрсдэлийг хуваалцах зорилгоор төр, иргэн, хуулийн этгээдээс төлсөн шимтгэлийн орлого, бусад эх үүсвэрээс бүрдүүлсэн мөнгөн хөрөнгийг	NM	сан
1823	6810022	нийтийн эзэмшлийн эд хөрөнгө	нийтийн эдэлбэр газар байрлуулсан хашаа, хайс, гэрэлтүүлэг, тэмдгийн шон, хөшөө дурсгал, замын байгууламж, ногоон байгууламжийг	NM	хөрөнгө
1823	6810022	нийть эзэмшл эд хөрөнгө	нийтийн эдэлбэр газар байрлуулсан хашаа, хайс, гэрэлтүүлэг, тэмдгийн шон, хөшөө дурсгал, замын байгууламж, ногоон байгууламжийг	NM	хөрөнгө
1823	6810022	нийт эзэмшль эд хөрөнгө	нийтийн эдэлбэр газар байрлуулсан хашаа, хайс, гэрэлтүүлэг, тэмдгийн шон, хөшөө дурсгал, замын байгууламж, ногоон байгууламжийг	NM	хөрөнгө
1823	6810022	нийть эзэмшлийн эд хөрөнгө	нийтийн эдэлбэр газар байрлуулсан хашаа, хайс, гэрэлтүүлэг, тэмдгийн шон, хөшөө дурсгал, замын байгууламж, ногоон байгууламжийг	NM	хөрөнгө
1823	6810022	нийтийн эзэмшл эд хөрөнгө	нийтийн эдэлбэр газар байрлуулсан хашаа, хайс, гэрэлтүүлэг, тэмдгийн шон, хөшөө дурсгал, замын байгууламж, ногоон байгууламжийг	NM	хөрөнгө
1823	6810022	нийтийн эзэмшль эд хөрөнгө	нийтийн эдэлбэр газар байрлуулсан хашаа, хайс, гэрэлтүүлэг, тэмдгийн шон, хөшөө дурсгал, замын байгууламж, ногоон байгууламжийг	NM	хөрөнгө
1025	1183	хугацаагүй түрээслэн ашиглах	газрын хэвлийг урьдчилан тодорхой хугацаа тогтоолгүйгээр ашиглалтад олгох	NM	ашиглах
1025	1183	хугацаагүй түрээслн ашиглах	газрын хэвлийг урьдчилан тодорхой хугацаа тогтоолгүйгээр ашиглалтад олгох	NM	ашиглах
1025	1183	хугацаагүй түрээслн ашиглх	газрын хэвлийг урьдчилан тодорхой хугацаа тогтоолгүйгээр ашиглалтад олгох	NM	ашиглах
1025	1183	хугацаагүй түрээслэн ашиглх	газрын хэвлийг урьдчилан тодорхой хугацаа тогтоолгүйгээр ашиглалтад олгох	NM	ашиглах
1026	102	андеррайтерийн үйл ажиллагаа	үнэт цаас гаргагчтай байгуулсан гэрээний дагуу гаргаж буй үнэт цаасны тухай танилцуулга бэлтгэх, шинээр болон нэмж гаргаж байгаа үнэт цаасыг бүгдийг буюу түүний тодорхой хэсгийг худалдан авах, худалдах, эсхүл үнэт цаас гаргагчийн нэрийн өмнөөс үнэт цаасыг нь нийтэд санал болгон арилжих ажиллагаа	NM	ажиллагаа
